,target,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19,cell_20,cell_21,cell_22,cell_23,cell_24,cell_25,cell_26,cell_27,cell_28,cell_29,cell_30,cell_31,cell_32,cell_33,cell_34,cell_35,cell_36,cell_37,cell_38,cell_39,cell_40,cell_41,cell_42,cell_43,cell_44,cell_45,cell_46,cell_47,cell_48,cell_49,cell_50,cell_51,cell_52,cell_53,cell_54,cell_55,cell_56,cell_57,cell_58,cell_59,cell_60,cell_61,cell_62,cell_63,cell_64
98,digit_3,0,2,15,16,16,13,2,0,0,1,10,8,14,16,8,0,0,0,0,0,16,15,1,0,0,0,0,0,16,8,0,0,0,0,0,0,14,14,0,0,0,0,0,0,11,16,1,0,0,2,14,13,16,16,3,0,0,2,15,16,14,5,0,0
99,digit_1,0,0,1,15,13,0,0,0,0,0,1,16,16,5,0,0,0,0,7,16,16,0,0,0,0,0,13,16,13,0,0,0,0,7,16,16,13,0,0,0,0,1,11,16,13,0,0,0,0,0,2,16,16,0,0,0,0,0,1,14,16,3,0,0
100,digit_4,0,0,0,2,13,0,0,0,0,0,0,8,15,0,0,0,0,0,5,16,5,2,0,0,0,0,15,12,1,16,4,0,0,4,16,2,9,16,8,0,0,0,10,14,16,16,4,0,0,0,0,0,13,8,0,0,0,0,0,0,13,6,0,0
101,digit_0,0,0,1,12,5,0,0,0,0,0,9,16,14,3,0,0,0,2,16,14,11,13,0,0,0,2,16,10,0,14,4,0,0,4,16,0,0,12,4,0,0,4,16,3,0,11,10,0,0,0,13,12,8,14,6,0,0,0,3,10,16,12,1,0
102,digit_5,0,0,12,16,16,8,0,0,0,3,16,13,8,5,0,0,0,2,16,3,0,0,0,0,0,0,16,13,9,0,0,0,0,0,10,16,16,7,0,0,0,0,0,1,10,13,0,0,0,0,2,11,16,10,0,0,0,0,11,16,12,0,0,0
103,digit_3,0,4,13,16,16,12,3,0,0,3,7,4,13,16,6,0,0,0,0,8,15,5,0,0,0,0,0,12,8,0,0,0,0,0,0,7,12,0,0,0,0,0,0,4,12,0,0,0,0,1,7,12,11,0,0,0,0,3,15,12,2,0,0,0
104,digit_6,0,0,0,8,14,4,0,0,0,0,7,16,7,0,0,0,0,0,14,10,0,0,0,0,0,1,16,6,0,0,0,0,0,3,16,16,10,0,0,0,0,2,16,12,14,6,0,0,0,0,12,15,11,10,0,0,0,0,0,10,13,8,0,0
105,digit_9,0,0,9,15,5,0,0,0,0,0,13,14,13,7,0,0,0,0,6,14,10,13,1,0,0,0,0,9,12,15,5,0,0,0,0,0,0,10,10,0,0,0,0,0,0,7,14,0,0,0,3,8,9,15,15,0,0,0,5,12,12,9,1,0
106,digit_6,0,0,0,5,11,1,0,0,0,0,0,14,14,2,0,0,0,0,5,16,5,0,0,0,0,0,8,15,2,0,0,0,0,0,10,13,0,0,0,0,0,0,14,16,16,8,0,0,0,0,6,16,9,15,6,0,0,0,0,6,14,16,8,0
107,digit_1,0,0,0,0,6,10,0,0,0,0,0,0,14,15,0,0,0,0,0,10,16,16,0,0,0,0,7,16,16,15,0,0,0,3,15,7,15,10,0,0,0,0,0,0,13,11,0,0,0,0,0,0,15,9,0,0,0,0,0,0,8,15,0,0
108,digit_7,0,0,2,11,16,4,0,0,0,0,12,9,11,15,1,0,0,0,2,0,4,16,0,0,0,0,0,2,8,15,1,0,0,4,16,16,16,15,7,0,0,3,6,4,16,3,0,0,0,0,0,6,11,0,0,0,0,0,0,12,7,0,0,0
109,digit_5,0,0,15,16,16,12,2,0,0,2,16,15,12,12,3,0,0,4,16,8,0,0,0,0,0,8,16,12,4,0,0,0,0,0,12,16,16,0,0,0,0,0,0,3,16,8,0,0,0,2,6,9,16,8,0,0,0,1,15,16,15,3,0,0
110,digit_4,0,0,0,10,15,0,0,0,0,0,11,15,3,0,0,0,0,7,15,4,0,0,0,0,0,12,11,1,3,8,2,0,0,4,12,15,15,16,9,0,0,0,0,8,16,8,2,0,0,0,0,10,12,0,0,0,0,0,0,12,9,0,0,0
111,digit_4,0,0,1,10,9,0,0,0,0,0,9,15,4,0,0,0,0,1,16,5,0,0,0,0,0,4,16,1,4,14,4,0,0,4,16,12,14,16,5,0,0,0,1,7,16,9,0,0,0,0,0,2,16,4,0,0,0,0,0,10,13,0,0,0
112,digit_7,0,0,3,11,16,13,0,0,0,3,15,15,13,16,0,0,0,6,8,2,9,14,0,0,0,0,4,7,15,14,5,0,0,4,16,16,16,14,6,0,0,1,8,13,12,0,0,0,0,0,1,16,4,0,0,0,0,0,3,15,1,0,0,0
113,digit_2,0,0,2,16,13,1,0,0,0,0,6,15,16,7,0,0,0,0,3,6,16,8,0,0,0,0,0,3,16,6,0,0,0,0,1,13,13,0,0,0,0,6,14,16,4,0,0,0,0,9,16,16,13,10,3,0,0,0,4,11,15,16,10,0
114,digit_8,0,0,4,9,13,5,0,0,0,1,16,16,12,11,0,0,0,0,11,8,5,16,0,0,0,0,7,10,13,10,0,0,0,0,4,16,13,0,0,0,0,0,13,15,12,0,0,0,0,0,11,9,14,5,0,0,0,0,0,10,16,8,0,0
115,digit_2,0,0,0,8,15,8,0,0,0,0,3,16,12,16,4,0,0,0,2,10,1,16,4,0,0,0,0,0,8,14,0,0,0,0,0,9,15,3,0,0,0,3,16,14,4,0,0,0,0,4,15,14,7,1,0,0,0,0,0,9,12,14,4,0
116,digit_2,0,0,1,10,16,8,0,0,0,0,11,13,10,16,0,0,0,0,12,1,4,16,1,0,0,0,1,0,13,7,0,0,0,0,0,9,12,0,0,0,0,2,13,15,1,0,0,0,0,4,15,14,7,4,0,0,0,0,1,11,14,15,5,0
117,digit_5,0,2,15,16,16,14,2,0,0,3,16,14,9,10,1,0,0,7,16,6,0,0,0,0,0,3,14,15,6,0,0,0,0,0,1,13,12,0,0,0,0,0,0,8,16,0,0,0,0,0,9,16,11,0,0,0,0,3,16,13,1,0,0,0
118,digit_7,0,0,9,12,15,15,2,0,0,1,15,14,11,16,7,0,0,0,2,0,2,16,4,0,0,0,2,4,10,15,2,0,0,0,13,16,16,16,9,0,0,0,13,16,10,1,0,0,0,0,6,16,1,0,0,0,0,0,11,9,0,0,0,0
119,digit_9,0,0,0,12,14,1,0,0,0,0,9,16,10,5,0,0,0,0,8,13,5,14,0,0,0,0,2,14,16,16,4,0,0,0,0,0,4,10,10,0,0,0,0,0,0,4,16,0,0,0,2,6,4,9,16,0,0,0,1,11,16,15,7,0
120,digit_5,0,0,6,13,2,0,0,0,0,4,16,16,16,11,0,0,0,0,12,11,1,6,1,0,0,0,12,14,10,2,0,0,0,0,1,8,12,12,0,0,0,0,0,0,9,14,0,0,0,0,4,9,16,5,0,0,0,0,9,14,4,0,0,0
121,digit_4,0,0,0,12,13,0,0,0,0,0,5,16,10,0,0,0,0,6,16,13,11,12,2,0,0,12,16,10,15,16,9,0,0,4,14,16,16,12,4,0,0,0,0,14,13,0,0,0,0,0,0,14,12,0,0,0,0,0,0,11,13,0,0,0
122,digit_8,0,0,3,6,14,5,0,0,0,0,7,15,15,13,0,0,0,0,3,14,13,12,0,0,0,0,0,16,13,1,0,0,0,0,2,16,8,0,0,0,0,0,10,9,14,0,0,0,0,0,12,4,15,2,0,0,0,0,4,15,14,0,0,0
123,digit_8,0,0,5,14,15,4,0,0,0,0,8,16,16,14,0,0,0,0,5,16,16,9,0,0,0,0,0,15,16,1,0,0,0,0,1,16,13,0,0,0,0,0,11,15,14,5,0,0,0,0,12,12,8,15,1,0,0,0,5,16,16,16,2,0
124,digit_4,0,0,0,8,14,0,0,0,0,0,5,16,11,0,0,0,0,1,15,14,1,6,0,0,0,7,16,5,3,16,8,0,0,8,16,8,14,16,2,0,0,0,6,14,16,11,0,0,0,0,0,6,16,4,0,0,0,0,0,10,15,0,0,0
125,digit_9,0,0,12,16,7,0,0,0,0,2,16,5,12,3,0,0,0,0,14,6,3,16,2,0,0,0,2,14,16,12,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,8,0,0,0,0,8,2,13,7,0,0,0,0,11,16,16,3,0,0
126,digit_0,0,0,3,12,10,1,0,0,0,1,16,16,16,10,0,0,0,5,16,13,6,16,1,0,0,5,16,7,0,13,3,0,0,5,16,4,0,13,7,0,0,1,16,8,0,14,7,0,0,0,13,14,13,16,3,0,0,0,2,13,15,6,0,0
127,digit_8,0,0,5,4,9,10,0,0,0,0,10,8,11,16,2,0,0,0,8,12,14,14,1,0,0,0,5,15,7,0,0,0,0,0,14,12,0,0,0,0,0,1,14,13,3,0,0,0,0,0,12,13,5,0,0,0,0,0,7,16,5,0,0,0
128,digit_9,0,0,1,11,15,8,0,0,0,0,12,14,10,16,5,0,0,0,16,7,13,16,4,0,0,0,9,15,13,16,4,0,0,0,0,0,1,15,4,0,0,0,0,0,0,16,4,0,0,8,16,14,9,16,4,0,0,0,2,10,15,15,2,0
129,digit_8,0,0,7,13,15,5,0,0,0,0,8,16,16,12,0,0,0,0,7,16,15,3,0,0,0,0,6,16,5,0,0,0,0,0,5,16,2,0,0,0,0,0,8,16,6,0,0,0,0,0,12,12,13,0,0,0,0,0,5,13,10,0,0,0
130,digit_0,0,0,2,12,9,0,0,0,0,0,11,15,12,5,0,0,0,0,15,5,0,14,0,0,0,2,15,1,0,9,7,0,0,4,10,0,0,7,8,0,0,0,12,0,0,8,10,0,0,2,15,5,10,16,1,0,0,0,5,14,12,4,0,0
131,digit_1,0,0,0,0,5,15,8,0,0,0,0,2,15,16,9,0,0,0,3,15,16,16,10,0,0,7,16,10,8,16,7,0,0,0,1,0,8,16,4,0,0,0,0,0,11,16,1,0,0,0,0,0,9,16,1,0,0,0,0,0,8,14,0,0
132,digit_2,0,2,15,16,6,0,0,0,0,5,16,15,14,0,0,0,0,5,13,10,14,0,0,0,0,0,0,12,12,0,0,0,0,0,1,16,7,0,0,0,0,0,10,15,2,0,0,0,0,3,16,10,8,6,1,0,0,2,15,16,16,16,7,0
133,digit_3,0,3,16,16,12,12,6,0,0,0,4,4,5,14,8,0,0,0,0,0,11,11,0,0,0,0,0,4,16,3,0,0,0,0,0,0,12,11,0,0,0,0,0,0,9,14,0,0,0,0,3,7,15,4,0,0,0,3,16,14,4,0,0,0
134,digit_4,0,0,0,3,16,3,0,0,0,0,0,12,16,2,0,0,0,0,8,16,16,4,0,0,0,7,16,15,16,12,11,0,0,8,16,16,16,13,3,0,0,0,0,7,14,1,0,0,0,0,0,6,16,0,0,0,0,0,0,4,14,0,0,0
135,digit_5,0,4,16,16,16,10,3,0,0,12,16,9,8,12,3,0,0,10,16,2,0,0,0,0,0,3,16,12,0,0,0,0,0,0,7,16,9,0,0,0,0,0,0,12,16,1,0,0,0,3,10,15,15,1,0,0,0,4,16,13,3,0,0,0
136,digit_6,0,0,2,15,4,0,0,0,0,0,11,13,0,0,0,0,0,0,16,6,0,0,0,0,0,3,16,7,0,0,0,0,0,4,16,16,15,5,0,0,0,4,16,5,3,13,7,0,0,1,14,9,0,8,13,0,0,0,2,13,16,16,8,0
137,digit_7,0,0,2,15,15,3,0,0,0,0,8,14,16,11,0,0,0,0,0,0,11,14,0,0,0,0,0,0,11,14,3,0,0,0,4,12,16,16,7,0,0,0,11,16,12,1,0,0,0,0,1,14,6,0,0,0,0,0,4,12,1,0,0,0
138,digit_8,0,0,5,12,13,2,0,0,0,3,16,14,16,13,1,0,0,4,16,9,16,12,1,0,0,1,9,16,15,1,0,0,0,1,13,16,16,5,0,0,0,3,16,5,12,16,0,0,0,3,15,7,14,12,0,0,0,0,6,16,13,3,0,0
139,digit_9,0,0,5,15,5,0,0,0,0,0,12,11,13,8,0,0,0,0,11,9,10,16,0,0,0,0,3,15,16,16,1,0,0,0,0,0,0,14,6,0,0,0,0,0,0,13,8,0,0,0,6,3,0,14,6,0,0,0,2,13,16,15,3,0
140,digit_0,0,0,12,9,12,1,0,0,0,0,14,16,16,8,0,0,0,3,16,9,3,15,2,0,0,4,16,1,0,16,5,0,0,5,12,0,0,16,5,0,0,3,14,1,4,16,4,0,0,0,15,12,14,14,0,0,0,0,7,12,12,2,0,0
141,digit_1,0,0,0,0,7,13,5,0,0,0,0,0,15,16,8,0,0,0,1,13,16,16,3,0,0,0,12,16,16,16,0,0,0,8,16,3,16,13,0,0,0,2,3,0,16,12,0,0,0,0,0,0,16,13,0,0,0,0,0,0,8,12,0,0
142,digit_2,0,0,13,14,8,1,0,0,0,1,16,16,16,6,0,0,0,0,3,5,16,8,0,0,0,0,0,9,16,2,0,0,0,0,1,16,9,0,0,0,0,1,16,13,0,0,0,0,0,5,16,11,4,4,0,0,0,1,13,14,12,12,0,0
143,digit_3,0,6,16,16,15,7,0,0,0,2,11,12,16,16,5,0,0,0,0,0,14,15,2,0,0,0,0,1,16,11,0,0,0,0,0,0,14,14,0,0,0,0,0,0,5,16,9,0,0,0,3,7,12,16,7,0,0,3,16,16,15,11,1,0
144,digit_4,0,0,0,5,14,0,0,0,0,0,1,15,13,0,0,0,0,0,9,16,13,0,0,0,0,5,16,15,13,0,0,0,0,8,16,16,16,15,9,0,0,0,4,10,14,8,5,0,0,0,0,8,12,0,0,0,0,0,0,7,10,0,0,0
145,digit_5,0,4,15,16,16,16,4,0,0,4,16,15,9,7,1,0,0,0,15,14,1,0,0,0,0,0,5,16,9,0,0,0,0,0,0,14,16,0,0,0,0,0,0,9,16,5,0,0,0,3,10,13,16,4,0,0,0,5,16,16,12,0,0,0
146,digit_6,0,0,0,6,14,1,0,0,0,0,2,16,10,0,0,0,0,0,11,15,2,0,0,0,0,0,13,13,8,5,0,0,0,2,16,14,12,16,3,0,0,1,16,11,0,5,12,0,0,0,11,15,5,12,12,0,0,0,0,9,15,14,6,0
147,digit_7,0,0,3,15,14,1,0,0,0,0,13,16,16,6,0,0,0,0,4,4,16,8,0,0,0,0,0,1,16,10,1,0,0,0,7,16,16,16,8,0,0,0,12,15,16,6,0,0,0,0,0,14,11,0,0,0,0,0,4,12,1,0,0,0
148,digit_8,0,0,3,13,13,3,0,0,0,2,14,12,12,11,0,0,0,4,16,8,5,15,3,0,0,1,13,14,16,7,0,0,0,0,11,16,13,1,0,0,0,1,16,12,13,14,1,0,0,0,13,13,9,16,7,0,0,0,3,13,16,10,1,0
149,digit_9,0,0,6,13,10,4,0,0,0,4,16,15,13,13,0,0,0,4,16,14,16,16,1,0,0,2,10,16,16,16,5,0,0,0,0,0,3,16,5,0,0,0,0,0,0,16,8,0,0,0,0,2,8,16,8,0,0,0,7,16,14,9,1,0
150,digit_0,0,0,2,12,4,0,0,0,0,1,12,16,16,3,0,0,0,7,16,6,4,13,0,0,0,8,16,6,0,13,5,0,0,1,16,5,0,7,9,0,0,0,16,8,0,8,12,0,0,0,13,14,14,16,10,0,0,0,4,14,15,7,0,0
151,digit_1,0,0,0,0,5,14,3,0,0,0,0,0,9,16,8,0,0,0,0,9,16,16,5,0,0,1,13,15,12,16,1,0,0,4,12,3,10,15,0,0,0,0,0,0,11,12,0,0,0,0,0,0,8,12,0,0,0,0,0,0,5,13,4,0
152,digit_2,0,0,6,13,10,3,0,0,0,5,15,11,16,11,0,0,0,2,6,0,16,12,0,0,0,0,0,0,16,12,0,0,0,0,0,7,16,6,0,0,0,0,5,15,10,0,0,0,0,0,11,16,8,4,0,0,0,0,8,14,13,12,4,0
153,digit_3,0,1,11,12,14,6,0,0,0,1,6,4,8,16,7,0,0,0,0,0,3,16,5,0,0,0,0,2,14,9,0,0,0,0,0,4,16,7,0,0,0,0,0,1,14,13,0,0,0,0,0,1,12,14,0,0,0,5,12,15,9,1,0,0
154,digit_4,0,0,0,3,16,3,0,0,0,0,0,10,16,11,0,0,0,0,4,16,16,8,0,0,0,2,14,12,16,5,0,0,0,10,16,14,16,16,11,0,0,5,12,13,16,8,3,0,0,0,0,2,15,3,0,0,0,0,0,4,12,0,0,0
155,digit_5,0,2,14,16,16,13,5,0,0,7,16,13,8,8,1,0,0,10,15,0,0,0,0,0,0,10,16,0,0,0,0,0,0,7,16,6,0,0,0,0,0,1,12,16,8,0,0,0,0,1,8,16,10,0,0,0,0,3,16,15,1,0,0,0
156,digit_6,0,0,0,16,7,0,0,0,0,0,6,16,4,0,0,0,0,0,11,15,0,0,0,0,0,0,12,12,0,0,0,0,0,0,15,16,16,8,0,0,0,0,12,16,13,15,8,0,0,0,12,16,7,13,15,0,0,0,1,11,16,15,9,0
157,digit_7,0,0,10,16,14,1,0,0,0,0,14,16,16,7,0,0,0,0,1,5,16,7,0,0,0,0,2,10,16,11,6,0,0,7,16,16,15,12,7,0,0,11,10,15,10,0,0,0,0,0,6,16,2,0,0,0,0,0,13,9,0,0,0,0
158,digit_8,0,0,2,13,13,1,0,0,0,0,8,16,14,4,0,0,0,0,5,16,10,8,4,0,0,0,1,16,16,10,2,0,0,2,15,13,12,0,0,0,0,5,12,3,15,1,0,0,0,0,14,3,13,4,0,0,0,0,3,15,13,1,0,0
159,digit_9,0,0,5,13,4,0,0,0,0,0,15,14,14,5,0,0,0,0,12,7,8,16,1,0,0,0,4,13,16,16,1,0,0,0,0,0,0,15,2,0,0,0,0,0,0,14,6,0,0,0,2,7,8,16,4,0,0,0,6,12,13,10,0,0
160,digit_0,0,0,5,14,10,7,0,0,0,0,16,16,16,16,3,0,0,3,16,10,2,16,7,0,0,7,16,3,0,12,8,0,0,8,16,1,0,12,8,0,0,7,16,5,2,16,4,0,0,2,16,15,14,13,0,0,0,0,7,15,13,2,0,0
161,digit_9,0,0,2,13,6,0,0,0,0,0,4,16,15,5,0,0,0,0,1,15,12,15,0,0,0,0,0,10,16,16,1,0,0,0,0,0,2,16,2,0,0,0,0,0,0,15,5,0,0,0,4,4,6,16,3,0,0,0,2,14,16,10,0,0
162,digit_5,0,5,16,16,16,11,1,0,0,4,16,15,10,8,1,0,0,4,16,12,0,0,0,0,0,1,13,16,5,0,0,0,0,0,6,16,13,0,0,0,0,0,0,10,16,4,0,0,0,0,4,13,16,2,0,0,0,2,15,16,9,0,0,0
163,digit_5,0,6,16,16,16,15,10,0,0,9,16,13,8,6,5,0,0,12,16,1,0,0,0,0,0,10,16,7,0,0,0,0,0,3,15,15,3,0,0,0,0,0,3,16,13,0,0,0,0,1,5,16,9,0,0,0,0,9,16,11,0,0,0,0
164,digit_6,0,0,5,13,1,0,0,0,0,0,12,13,0,0,0,0,0,0,16,8,0,0,0,0,0,5,16,2,0,0,0,0,0,4,16,8,15,9,1,0,0,4,16,16,12,15,11,0,0,1,15,14,4,14,11,0,0,0,5,14,14,10,1,0
165,digit_5,0,2,15,16,16,13,2,0,0,7,16,13,8,8,3,0,0,4,16,4,0,0,0,0,0,0,16,11,0,0,0,0,0,0,12,16,3,0,0,0,0,0,2,13,11,0,0,0,0,3,8,15,8,0,0,0,0,2,15,15,1,0,0,0
166,digit_0,0,0,5,16,15,1,0,0,0,1,15,9,10,12,0,0,0,3,16,1,0,16,4,0,0,6,16,0,0,11,6,0,0,3,16,1,0,11,8,0,0,4,16,4,3,15,4,0,0,1,13,13,13,14,1,0,0,0,4,13,14,1,0,0
167,digit_9,0,0,2,13,8,6,0,0,0,0,7,14,14,16,0,0,0,0,7,9,3,16,4,0,0,0,5,14,15,16,4,0,0,0,0,3,2,13,5,0,0,0,3,0,0,12,6,0,0,1,12,6,0,11,7,0,0,0,3,12,16,16,1,0
168,digit_8,0,0,6,15,13,3,0,0,0,0,13,14,15,12,0,0,0,0,14,11,13,15,5,0,0,0,9,16,15,8,0,0,0,2,16,16,16,2,0,0,0,8,16,2,14,10,0,0,0,5,16,9,14,11,0,0,0,0,8,14,13,2,0,0
169,digit_9,0,0,6,15,6,0,0,0,0,0,14,11,13,4,0,0,0,0,11,7,7,13,0,0,0,0,5,16,16,16,1,0,0,0,0,0,0,14,7,0,0,0,0,0,0,10,13,0,0,0,2,11,0,11,12,0,0,0,5,16,14,9,4,0
170,digit_8,0,0,2,13,4,0,0,0,0,0,8,14,11,0,0,0,0,0,10,6,14,5,2,0,0,0,2,14,12,14,0,0,0,0,1,15,13,2,0,0,0,0,11,13,14,1,0,0,0,0,13,8,10,4,0,0,0,0,2,11,16,7,0,0
171,digit_4,0,0,0,8,13,0,0,0,0,0,1,16,16,0,0,0,0,0,7,16,16,0,0,0,0,1,15,16,16,0,0,0,0,6,16,15,16,9,2,0,0,6,15,16,16,16,11,0,0,0,0,11,16,0,0,0,0,0,0,10,14,0,0,0
172,digit_1,0,0,0,0,14,16,7,0,0,0,0,5,16,16,8,0,0,0,1,12,16,16,8,0,0,5,14,16,16,16,5,0,0,1,4,7,16,16,8,0,0,0,0,2,16,16,7,0,0,0,0,2,16,16,3,0,0,0,0,0,16,16,0,0
173,digit_7,0,0,7,16,16,16,13,0,0,0,8,9,8,15,15,0,0,0,0,0,4,16,7,0,0,0,4,8,12,16,5,0,0,3,16,16,16,14,7,0,0,0,3,8,16,3,0,0,0,0,0,15,13,0,0,0,0,0,7,16,3,0,0,0
174,digit_7,0,0,1,8,10,15,11,0,0,2,14,15,13,16,7,0,0,0,6,0,6,14,2,0,0,0,0,3,11,12,2,0,0,0,2,16,16,15,8,0,0,0,3,13,15,2,0,0,0,0,0,13,10,0,0,0,0,0,1,16,5,0,0,0
175,digit_3,0,1,10,16,16,11,0,0,0,5,10,8,12,16,4,0,0,0,0,1,10,14,0,0,0,0,0,6,16,4,0,0,0,0,0,7,16,5,0,0,0,0,0,1,12,16,4,0,0,0,2,4,9,16,4,0,0,1,15,14,11,4,0,0
176,digit_5,0,7,16,16,16,11,2,0,0,5,16,12,8,6,1,0,0,9,16,1,0,0,0,0,0,2,16,15,3,0,0,0,0,0,5,16,14,1,0,0,0,0,0,2,16,10,0,0,0,1,7,13,16,3,0,0,0,4,15,16,6,0,0,0
177,digit_1,0,0,0,0,12,11,1,0,0,0,0,1,16,16,7,0,0,0,1,14,16,16,7,0,0,1,14,16,14,16,8,0,0,5,12,3,8,16,7,0,0,0,0,0,8,16,4,0,0,0,0,0,8,16,1,0,0,0,0,0,11,12,0,0
178,digit_0,0,0,6,15,15,3,0,0,0,3,16,14,14,13,0,0,0,6,15,2,1,14,5,0,0,8,14,2,0,9,8,0,0,8,16,4,0,8,8,0,0,5,16,6,0,11,9,0,0,1,16,16,14,16,9,0,0,0,5,14,15,10,1,0
179,digit_0,0,0,0,10,15,1,0,0,0,0,5,16,16,10,0,0,0,0,14,6,6,15,0,0,0,4,16,4,0,15,3,0,0,5,15,5,0,11,5,0,0,0,12,11,0,13,5,0,0,0,8,16,16,16,3,0,0,0,1,8,13,8,0,0
180,digit_2,0,0,7,15,15,4,0,0,0,8,16,16,16,4,0,0,0,8,15,8,16,4,0,0,0,0,0,10,15,0,0,0,0,0,1,15,9,0,0,0,0,0,6,16,2,0,0,0,0,0,8,16,8,11,9,0,0,0,9,16,16,12,3,0
181,digit_2,0,1,12,14,10,0,0,0,0,5,16,16,16,4,0,0,0,0,0,4,16,4,0,0,0,0,0,7,15,1,0,0,0,0,2,15,9,0,0,0,0,0,9,15,2,0,0,0,0,0,16,14,8,8,3,0,0,0,10,15,13,9,4,0
182,digit_7,0,0,5,16,12,2,0,0,0,0,4,11,16,10,0,0,0,0,0,0,14,11,0,0,0,0,2,4,14,14,2,0,0,0,13,16,16,10,4,0,0,0,3,10,14,0,0,0,0,0,0,15,5,0,0,0,0,0,6,11,0,0,0,0
183,digit_8,0,0,5,15,13,3,0,0,0,0,12,15,12,14,0,0,0,0,12,12,14,14,0,0,0,0,3,16,14,3,0,0,0,0,9,14,15,3,0,0,0,1,15,5,8,12,1,0,0,0,16,4,4,16,4,0,0,0,5,16,16,12,2,0
184,digit_2,0,0,11,12,0,0,0,0,0,7,16,16,5,0,0,0,0,5,13,16,8,0,0,0,0,0,1,16,8,0,0,0,0,0,7,16,5,0,0,0,0,0,9,15,1,0,0,0,0,0,16,15,9,7,2,0,0,0,12,14,13,12,5,0
185,digit_0,0,0,2,15,13,0,0,0,0,0,13,16,16,9,0,0,0,5,16,9,6,16,4,0,0,5,16,3,1,14,7,0,0,6,16,4,0,16,8,0,0,3,16,12,6,16,12,0,0,0,14,16,16,16,4,0,0,0,2,13,15,8,0,0
186,digit_1,0,0,0,1,11,14,5,0,0,0,0,9,16,16,5,0,0,0,10,16,16,16,1,0,0,5,16,16,16,16,0,0,0,1,5,11,16,16,0,0,0,0,0,5,16,16,0,0,0,0,0,0,11,16,0,0,0,0,0,0,11,10,0,0
187,digit_2,0,0,9,16,5,0,0,0,0,6,16,16,15,0,0,0,0,7,16,14,16,2,0,0,0,3,6,12,16,0,0,0,0,0,0,15,12,0,0,0,0,0,7,16,6,1,3,0,0,0,9,16,13,15,8,0,0,0,7,16,16,8,1,0
188,digit_6,0,0,4,14,6,0,0,0,0,0,10,15,2,0,0,0,0,0,16,11,0,0,0,0,0,0,13,11,0,0,0,0,0,3,16,12,8,3,0,0,0,2,16,14,8,12,9,0,0,0,16,13,4,12,12,0,0,0,6,15,16,12,1,0
189,digit_3,0,4,12,13,13,6,0,0,0,6,14,8,13,16,0,0,0,0,0,0,11,16,2,0,0,0,0,0,16,15,0,0,0,0,0,0,12,16,3,0,0,0,0,0,4,16,9,0,0,0,1,4,12,16,8,0,0,2,13,16,12,6,0,0
190,digit_3,0,2,15,15,6,0,0,0,0,0,10,13,16,5,0,0,0,0,0,2,16,9,0,0,0,0,0,3,16,11,0,0,0,0,0,0,13,14,1,0,0,0,0,0,7,16,5,0,0,1,4,6,13,15,1,0,0,3,15,14,11,2,0,0
191,digit_7,0,0,15,15,2,0,0,0,0,0,8,15,11,0,0,0,0,0,0,12,14,0,0,0,0,0,7,12,16,13,9,0,0,7,16,16,16,10,5,0,0,1,5,16,14,0,0,0,0,0,9,15,3,0,0,0,0,2,16,4,0,0,0,0
192,digit_3,0,1,10,15,16,13,3,0,0,5,14,5,5,15,8,0,0,0,0,0,2,15,6,0,0,0,0,0,9,16,0,0,0,0,0,0,9,16,0,0,0,0,0,0,4,16,6,0,0,0,2,3,13,12,0,0,0,0,15,13,7,0,0,0
193,digit_3,0,2,14,16,14,4,0,0,0,4,11,5,13,12,0,0,0,0,0,2,15,7,0,0,0,0,0,4,16,4,0,0,0,0,0,1,13,13,1,0,0,0,0,0,2,16,4,0,0,0,1,3,11,15,2,0,0,1,12,16,9,2,0,0
194,digit_4,0,0,0,0,11,5,0,0,0,0,0,8,16,2,0,0,0,0,4,15,16,3,0,0,0,0,12,6,16,3,0,0,0,5,15,0,15,5,3,0,0,6,16,16,16,11,4,0,0,0,0,0,14,0,0,0,0,0,0,0,12,2,0,0
195,digit_6,0,0,0,6,14,3,0,0,0,0,2,16,11,0,0,0,0,0,11,15,2,0,0,0,0,1,15,13,2,0,0,0,0,3,16,16,16,7,0,0,0,4,16,14,8,13,7,0,0,0,12,16,5,12,10,0,0,0,0,8,14,13,5,0
196,digit_6,0,0,1,14,6,0,0,0,0,0,7,16,1,0,0,0,0,0,13,10,0,0,0,0,0,0,14,7,0,0,0,0,0,3,16,10,8,3,0,0,0,0,16,13,12,14,7,0,0,0,14,9,4,11,13,0,0,0,2,12,16,12,4,0
197,digit_6,0,0,2,14,11,0,0,0,0,0,10,16,1,0,0,0,0,1,16,9,0,0,0,0,0,4,16,5,0,0,0,0,0,5,16,12,12,11,1,0,0,4,16,14,10,14,11,0,0,2,15,10,6,16,10,0,0,0,3,15,16,10,1,0
198,digit_4,0,0,0,2,15,4,0,0,0,0,0,8,15,1,0,0,0,0,1,14,12,0,0,0,0,0,6,16,12,0,0,0,0,0,13,16,15,4,2,0,0,9,16,16,16,16,11,0,0,3,8,8,16,3,0,0,0,0,0,3,15,0,0,0
